ItemTorso,,,(She takes a deep breath as you strap it on her torso.)  This is a nice addon to any bondage.,,,ItemTorso,
ItemTorso,,,"(She takes a deep breath as you strap it on her.)  Make it tight girl, I want to feel it crushing me when I breath.",,,ItemTorso,Dominant|Violent
ItemTorso,,,(She wiggles her breast as you strap them tight.)  Bondage is so much fun!  I love it.,,,ItemTorso,Submissive|Playful
ItemTorso,,,"(She shakes her head from left to right as you strap it.)  Admit it, bondage like this doesn't serve any real purpose.",,,ItemTorso,Frigid|Serious
RemoveItemTorso,,,(She nods as you unstrap it.)  It will be easier to move and breath like that.,,,RemoveItemTorso,
RemoveItemTorso,,,(She shakes her head as you remove it.)  Why would you strap this on me girl?  I'm not a horse.,,,RemoveItemTorso,Dominant|Dumb
RemoveItemTorso,,,"(She takes long deep breath as you remove it.)  Thank you so much Miss, it was kind of hard breath with this restraint.",,,RemoveItemTorso,Submissive|Peaceful
RemoveItemTorso,,,(She wiggles her breast as you unstrap it.)  I certainly hope that you have more pleasant accessories such as this.,,,RemoveItemTorso,Playful|Polite
ItemButt,,,(She does a light moan as you slide the device inside.)  Oh my!  That is quite a sensation.,,,ItemButt,
ItemButt,,,(She wiggles her butt playfully as you slide the plug inside.)  Having this device filling my anus is quite an astonishing feeling.,,,ItemButt,Horny|Polite
ItemButt,,,"(She frowns as you slide the plug inside her butt.)  Girl, this device is clearly not meant for me.",,,ItemButt,Frigid|Dominant
RemoveItemButt,,,"(She nods slowly as you remove the butt plug.)  That was kind of fun, I hope we can try that again.",,,RemoveItemButt,
RemoveItemButt,,,(She nods as you remove the butt plug.)  Thanks.  I'm having mixed feeling on that plug.  It both hurts and feel good.,,,RemoveItemButt,Horny|Peaceful
RemoveItemButt,,,(She wiggles her butt as you remove the plug.)  This is better!  Now you can try other kind of devices.,,,RemoveItemButt,Frigid|Playful
ItemBreast,,,(She holds her breath as you use the item.)  Oh my!  What did I do to deserve that?,,,ItemBreast,
ItemBreast,,,"(She moans as you use the device on her.)  Oh yes Miss!  My breast is yours to pierce, slap or lock.",,,ItemBreast,Violent|Submissive
ItemBreast,,,"(She whimpers as you use the device on her breast.)  Sorry to object, but this isn't very convenient or comfortable.",,,ItemBreast,Peaceful|Polite
RemoveItemBreast,,,(She wiggles her breast slowly as you remove the device.)  Thanks!  This is better.,,,RemoveItemBreast,
RemoveItemBreast,,,(She grumbles as you use remove the item.)  Be thoughtful and don't remove anything until I'm hurt and broken.,,,RemoveItemBreast,Violent|Serious
RemoveItemBreast,,,"(She wiggles her breast happily as you remove the item.)  Oh, hell yeah!  That shit was hurting really bad.",,,RemoveItemBreast,Peaceful|Rude
ItemBreastLeatherWhip,,,(She jumps and does small whimpers each time you hit her.)  It stings!,,,ItemBreastLeatherWhip,
ItemBreastLeatherWhip,,,(She moans of pleasure with each lash on her breast and torso.)  Oh yeah!  Hit me harder!,,,ItemBreastLeatherWhip,Violent
ItemBreastLeatherWhip,,,(She whimpers and cries as you whip her breast and torso.)  Ow!  Please stop!  It hurts really bad.,,,ItemBreastLeatherWhip,Peaceful
ItemBreastLeatherCrop,,,(She jumps a little as you swing the crop on her breast and tummy.)  It gets painful after a while.,,,ItemBreastLeatherCrop,
ItemBreastLeatherCrop,,,(She wiggles her breast as you swing the crop on them.)  They are red hot!  This is so kinky.,,,ItemBreastLeatherCrop,Violent
ItemBreastLeatherCrop,,,"(She whimpers and begs you to stop.)  Please, please, please, it's really painful.",,,ItemBreastLeatherCrop,Peaceful
ItemPelvisLeatherWhip,,,(You whip her butt as she grumbles.)  What did I do to deserve that?,,,ItemPelvisLeatherWhip,
ItemPelvisLeatherWhip,,,(She moans from the pain and pleasure as you whip her butt.)  Don't stop!  I crave the pain.,,,ItemPelvisLeatherWhip,Violent
ItemPelvisLeatherWhip,,,(She cries from the pain as you whip her butt.)  Aaagn!  Stop!  It will leave permanent marks.,,,ItemPelvisLeatherWhip,Peaceful
ItemPelvisLeatherCrop,,,"(You lash the leather crop pretty hard on her butt.)  Ow!  You're the sadist type, aren't you?",,,ItemPelvisLeatherCrop,
ItemPelvisLeatherCrop,,,(You swing the leather crop on her butt as she moans.)  Harder!  The pain feels so good.,,,ItemPelvisLeatherCrop,Violent
ItemPelvisLeatherCrop,,,(She trembles and whimpers from the pain.)  I'll be good Miss.  Please stop hurting me.,,,ItemPelvisLeatherCrop,Peaceful
ItemVulvaVibratingWand,,,"(She moans softly as you massage her pussy with the wand.)  Mmmmh, this is lovely.",,,ItemVulvaVibratingWand,
ItemVulvaVibratingWand,,,"(She moans loudly as you massage her pussy with the wand.)  Oh, fuck yeah!  Babe, this is hot!",,,ItemVulvaVibratingWand,Horny|Rude
ItemVulvaVibratingWand,,,"(You massage her pussy with the wand, but she stays cold.)  I'm very sorry Miss.  I'm not in the mood.",,,ItemVulvaVibratingWand,Frigid|Submissive
VibratingEgg,,,(She wiggles her butt as you slide the egg inside.)  Now this is kinky!,,,VibratingEgg,
VibratingEgg,,,"(She moans loudly as you slide the egg inside.)  This egg is perfect.  It's soft, sexy, discrete and so pleasurable.",,,VibratingEgg,Horny|Peaceful
VibratingEgg,,,"(You slide the egg inside, but she barely reacts to it.)  I don't want to top from the bottom, but this egg would work better on someone else.",,,VibratingEgg,Frigid|Wise
RemoveVibratingEgg,,,(She does one last moan as you remove the egg.)  Ooooh!  That was quite a stimulation.,,,RemoveVibratingEgg,
RemoveVibratingEgg,,,(She trashes violently to try to stop you but you're able to recover the egg.)  Hey!  Put it back!,,,RemoveVibratingEgg,Horny|Violent
RemoveVibratingEgg,,,"(She doesn't react as you remove the egg.)  Maybe it doesn't work, I didn't feel a thing in there.",,,RemoveVibratingEgg,Frigid|Dumb
SuspensionHempRope,,,"(You restrain her feet and suspend her from the ceiling.)  Oh my!  Careful, I don't want to fall.",,,SuspensionHempRope,
SuspensionHempRope,,,"(You restrain her feet and suspend her from the ceiling.)  Seriously, all this Japanese rope bondage is too much work only to get dizzy.",,,SuspensionHempRope,Dominant|Serious
SuspensionHempRope,,,(You restrain her feet and suspend her from the ceiling.)  Weeeeee!  This is so much fun.  (She rocks her torso to spin on the rope.),,,SuspensionHempRope,Submissive|Playful
RemoveSuspensionHempRope,,,(You let her down from the ceiling.)  Much better!  I was slowly getting dizzy.,,,RemoveSuspensionHempRope,
RemoveSuspensionHempRope,,,(You let her down from the ceiling.)  Next time you should be suspended.  I have contact at the Shibari Dojo.,,,RemoveSuspensionHempRope,Dominant|Serious
RemoveSuspensionHempRope,,,(You let her down from the ceiling.)  That was fun!  Do you have more crazy positions like this one?,,,RemoveSuspensionHempRope,Submissive|Playful
0,,,Will you let me out of the cage?,,IsCaged(),IntroCage,
0,,,I love this cage you've found for me.  Too bad there's not enough room for two.,,IsCaged(),IntroCage,Submissive|Horny
0,,,Enough!  Get me out of that fucking cage!,,IsCaged(),IntroCage,Dominant|Rude
0,,,"(She shakes and rattles the cage.)  Do I look like an animal?  If you don't let me out, I'll break it.",,IsCaged(),IntroCage,Violent|Dumb
0,,,(She looks down and tries to avoid touching the cage.),,IsCaged(),IntroCage,Peaceful|Polite
0,,,I love the stern and classic look of this cage.  Steel is both strong and dissuasive.,,IsCaged(),IntroCage,Serious|Wise
0,,,(She wiggles her legs and tries to find a comfy position while kneeling.)  Yes?,,DialogIsKneeling(CurrentCharacter),IntroNPCKneeling,
0,,,I wish I could be kneeling for you all the time Miss.  It might complicate my life a little though.,,DialogIsKneeling(CurrentCharacter),IntroNPCKneeling,Submissive|Dumb
0,,,"Let's be realistic, this position isn't suited for me.",,DialogIsKneeling(CurrentCharacter),IntroNPCKneeling,Dominant|Serious
0,,,(She wiggles her butt while standing on her knees.)  Shake ya booty!  Shake ya booty for me!,,DialogIsKneeling(CurrentCharacter),IntroNPCKneeling,Playful|Rude
0,,,How's the view from down there?  (She giggles.),,DialogIsKneeling(Player),IntroPlayerKneeling,
0,,,"You look adorable on your knees.  If we kneel next to each other, it might lead to a kinky situation.",,DialogIsKneeling(Player),IntroPlayerKneeling,Submissive|Horny
0,,,(She gives you a stern look.)  Obedience starts by kneeling and showing proper respect.  This submissive stance exposes your docility.,,DialogIsKneeling(Player),IntroPlayerKneeling,Dominant|Polite
0,,,"Kneeling is great to stay in the submissive-space.  It's humbling, unprovocative and relaxing.  It can also be used to meditate.",,DialogIsKneeling(Player),IntroPlayerKneeling,Frigid|Wise
0,,,What's on your mind?,,,Intro,
0,,,This place is kind of sexy.  What would you like to do?,,,Intro,Horny
0,,,"Cool room you have there.  So, what's up?",,,Intro,Rude
0,,,You have a lovely room Miss.  What's on your mind?,,,Intro,Submissive
0,,,You have a nice lair to kidnap subs.  What would you like to do?,,,Intro,Dominant
0,,,This room is certainly worth the 250$ rent.  Now tell me what's on your mind.,,,Intro,Wise
0,,,(She hums a happy song.)  I love your private room!  What could we do to have fun?,,,Intro,Playful
0,10,Let's talk.,What would you like to talk about?,,,StartTalk,
0,10,Let's talk.,"(She nods slowly.)  Very good, most club members don't talk enough.",,,StartTalk,Frigid
0,10,Let's talk.,(She starts to sing.)  Let's talk about sex baby!  Let's talk about you and me!,,,StartTalk,Horny
0,10,Let's talk.,"Absolutely, what will be the topic of our discussion or debate?",,,StartTalk,Polite
0,10,Let's talk.,What's up?,,,StartTalk,Rude
0,,Can I tie you up?,You don't need to ask.  Simply do it.,,AllowRestain(),CanRestrain,
0,,Can I tie you up?,Hell yeah!  Strap me and fuck me all day.,,AllowRestain(),CanRestrain,Horny|Rude
0,,Can I tie you up?,Absolutely.  I love fun bondage.  But please be careful not to hurt to me.,,AllowRestain(),CanRestrain,Playful|Peaceful
0,,Can I tie you up?,"Sure, and make it painful for me to struggle.  You can even do the... the... the pig bondage.  What's the name again?",,AllowRestain(),CanRestrain,Dumb|Violent
0,,Can I tie you up?,Forget it.  I'm not getting tied up by you.,,!AllowRestain(),CannotRestrain,
0,,Can I tie you up?,"Don't even try, I'm more Dominant than you will ever be.",,!AllowRestain(),CannotRestrain,Serious|Dominant
0,,Can I tie you up?,"A subbie tying a subbie?  No, let's find a real Domme.",,!AllowRestain(),CannotRestrain,Playful|Submissive
0,,Can I tie you up?,"I refuse.  You don't have the strength, techniques and mental capacity to do an effective bondage.  You'll only end up hurting me.",,!AllowRestain(),CannotRestrain,Wise|Peaceful
0,,Will you tie me up?,Sure!  Give me your arms and I'll fix you up.  (She restrains you.),RestrainPlayer(),AllowRestainPlayer(),WillRestrainPlayer,
0,,Will you tie me up?,My pleasure girl.  I'll make it extra tight for you.  (She hurts you a little while restraining you.),RestrainPlayer(),AllowRestainPlayer(),WillRestrainPlayer,Dominant|Violent
0,,Will you tie me up?,A sub tying a sub?  I guess we can try that.  (She giggles and restrains you.),RestrainPlayer(),AllowRestainPlayer(),WillRestrainPlayer,Submissive|Playful
0,,Will you tie me up?,"Come closer and stay still little one, I don't want to hurt you.  (She carefully restrains you.)",RestrainPlayer(),AllowRestainPlayer(),WillRestrainPlayer,Peaceful|Polite
0,,Will you tie me up?,I can't tie up a strong woman like you.,,WontRestainPlayer(),WontRestrainPlayer,
0,,Will you tie me up?,I've tied up lots of bitches around here.  But I won't dare touching someone like ya.,,WontRestainPlayer(),WontRestrainPlayer,Dominant|Rude
0,,Will you tie me up?,"(She shakes her head no.)  Miss, I must politely decline your offer.  It wouldn't be proper.",,WontRestainPlayer(),WontRestrainPlayer,Submissive|Polite
0,,Will you tie me up?,"Me?  Restrain you?  I don't know...  I mean, I don't want...  I mean, I'm not sure.",,WontRestainPlayer(),WontRestrainPlayer,Dumb|Frigid
0,,Can you release me?,(She nods and slowly releases you.)  I guess I can help you out now.,DialogRelease(Player),AllowReleasePlayer(),WillReleasePlayer,
0,,Can you release me?,Are you in pain girl?  Let me see these limbs.  (She releases you and checks on your health.),DialogRelease(Player),AllowReleasePlayer(),WillReleasePlayer,Dominant|Peaceful
0,,Can you release me?,"I'm not sure how Miss, let me try.  (She fumbles a little but finally releases you.)",DialogRelease(Player),AllowReleasePlayer(),WillReleasePlayer,Submissive|Dumb
0,,Can you release me?,"It's been long enough, and you deserve some freedom.  Just remember what killed the cat.  (She releases you.)",DialogRelease(Player),AllowReleasePlayer(),WillReleasePlayer,Serious|Wise
0,,Can you release me?,"Not now, you can struggle some more.  (She watches you and laughs.)",,WontReleasePlayer(),WontReleasePlayer,
0,,Can you release me?,"Girl, put some more efforts in your struggling and maybe I'll help you.",,WontReleasePlayer(),WontReleasePlayer,Dominant|Serious
0,,Can you release me?,I must decline Miss.  Your predicament is directly related to your actions and you must learn from them.,,WontReleasePlayer(),WontReleasePlayer,Submissive|Wise
0,,Can you release me?,Fuck no!  Seeing you struggle like a slut is such a turn on for me.,,WontReleasePlayer(),WontReleasePlayer,Horny|Rude
0,,Can you release me?,"Your owner is right there, go beg her.",,WontReleasePlayerOwner(),WontReleasePlayerOwner,
0,,Can you release me?,"(She laughs at your predicament.)  You're a cute slave girl, but I'm not responsible for you.  Ask your Mistress.",,WontReleasePlayerOwner(),WontReleasePlayerOwner,Dominant|Serious
0,,Can you release me?,I must decline Miss.  Your Mistress is responsible for your well being and to release you.,,WontReleasePlayerOwner(),WontReleasePlayerOwner,Submissive|Wise
0,,Can you release me?,"Yo girl, if your owner is leaving your ass like that, I'm not letting you go.",,WontReleasePlayerOwner(),WontReleasePlayerOwner,Horny|Rude
0,,(Struggle and whimper for help.),(She nods and slowly releases you.)  I guess I can help you out now.,DialogRelease(Player),AllowReleasePlayer(),StruggleWillReleasePlayer,
0,,(Struggle and whimper for help.),Are you in pain girl?  Let me see these limbs.  (She releases you and checks on your health.),DialogRelease(Player),AllowReleasePlayer(),StruggleWillReleasePlayer,Dominant|Peaceful
0,,(Struggle and whimper for help.),"I'm not sure how Miss, let me try.  (She fumbles a little but finally releases you.)",DialogRelease(Player),AllowReleasePlayer(),StruggleWillReleasePlayer,Submissive|Dumb
0,,(Struggle and whimper for help.),"It's been long enough, and you deserve some freedom.  Just remember what killed the cat.  (She releases you.)",DialogRelease(Player),AllowReleasePlayer(),StruggleWillReleasePlayer,Serious|Wise
0,,(Struggle and whimper for help.),"Not now, you can struggle some more.  (She watches you and laughs.)",,WontReleasePlayer(),StruggleWontReleasePlayer,
0,,(Struggle and whimper for help.),"Girl, put some more efforts in your struggling and maybe I'll help you.",,WontReleasePlayer(),StruggleWontReleasePlayer,Dominant|Serious
0,,(Struggle and whimper for help.),I must decline Miss.  Your predicament is directly related to your actions and you must learn from them.,,WontReleasePlayer(),StruggleWontReleasePlayer,Submissive|Wise
0,,(Struggle and whimper for help.),Fuck no!  Seeing you struggle like a slut is such a turn on for me.,,WontReleasePlayer(),StruggleWontReleasePlayer,Horny|Rude
0,,(Struggle and whimper for help.),"Your owner is right there, go beg her.",,WontReleasePlayerOwner(),StruggleWontReleasePlayerOwner,
0,,(Struggle and whimper for help.),"(She laughs at your predicament.)  You're a cute slave girl, but I'm not responsible for you.  Ask your Mistress.",,WontReleasePlayerOwner(),StruggleWontReleasePlayerOwner,Dominant|Serious
0,,(Struggle and whimper for help.),I must decline Miss.  Your Mistress is responsible for your well being and to release you.,,WontReleasePlayerOwner(),StruggleWontReleasePlayerOwner,Submissive|Wise
0,,(Struggle and whimper for help.),"Yo girl, if your owner is leaving your ass like that, I'm not letting you go.",,WontReleasePlayerOwner(),StruggleWontReleasePlayerOwner,Horny|Rude
0,100,(Play with her.),"(You move closer, ready to play with her.)",,AllowRestain(),,
0,,(Play with her.),(She stops you from doing anything.)  What do you think you're doing?,,!AllowRestain(),WontPlay,
0,,(Play with her.),(She pushes you back.)  Hold on girl.  I'm not in the mood for that.,,!AllowRestain(),WontPlay,Dominant|Frigid
0,,(Play with her.),"(She swiftly pushes you back, almost making you fall.)  Sorry to be so harsh, but I must clearly decline your offer.",,!AllowRestain(),WontPlay,Polite|Violent
0,,(Play with her.),"(She blocks you right away.)  Shit, don't be a fool.  I'm the boss in here and I decide.",,!AllowRestain(),WontPlay,Rude|Serious
0,,(Leave her.),,DialogLeave(),,,
10,,,What's on your mind?,,,,
10,,Tell me about you.,There's not much to tell.  I enjoy BDSM like everyone here.,DialogRemove(),,NPCProfile,
10,,Tell me about you.,You should know that I'm mostly known as a Domme around here.  I love to see girls in tight bondage.,DialogRemove(),,NPCProfile,Dominant
10,,Tell me about you.,"Of course, Miss.  I love the Bondage Club and BDSM.  Being tied up is a huge turn on for me.",DialogRemove(),,NPCProfile,Submissive
10,,Tell me about you.,"Everyone has its fetishes, one of mine is pain.  I love to put other people in pain and harsh positions.",DialogRemove(),,NPCProfile,Violent
10,,Tell me about you.,What can I tell you?  I like BDSM but I usually prefer the softer side of it.  I'm known to care for others.,DialogRemove(),,NPCProfile,Peaceful
10,,Tell me about you.,"I'll be honest and go straight to the point, I mostly come here for sex.",DialogRemove(),,NPCProfile,Horny
10,,Tell me about you.,"Unlike most people, BDSM isn't sexual for me.  I love the control and the restraints but I'm not here for sex.",DialogRemove(),,NPCProfile,Frigid
10,,Tell me about you.,What the fuck can I tell you?  I'm a kinky girl yo.,DialogRemove(),,NPCProfile,Rude
10,,Tell me about you.,"(She nods.)  For me, the club is fascinating, but I don't have many acquaintances yet.  I'm glad we've had the chance to meet.",DialogRemove(),,NPCProfile,Polite
10,,Tell me about you.,I love to learn and study.  And BDSM reveal interesting aspects of human nature.  It's a mirror of who we are and our social evolution.,DialogRemove(),,NPCProfile,Wise
10,,Tell me about you.,I don't know what tell you.  I'm a club member and I like BDSM.,DialogRemove(),,NPCProfile,Dumb
10,,Tell me about you.,"I'm not known to be the life a party.  For me, BDSM should be taken seriously to avoid any harm or pitfalls.",DialogRemove(),,NPCProfile,Serious
10,,Tell me about you.,"I like clubs, parties, bondage and life in general.  I have many wonderful friends here in the club.",DialogRemove(),,NPCProfile,Playful
10,20,Let's talk about BDSM families. ,"Absolutely, what's on your mind exactly?",,,FamilyTalk,
10,20,Let's talk about BDSM families. ,Oh!  That's serious!  (She tries to stay focus and listen to your words.),,,FamilyTalk,Playful
10,20,Let's talk about BDSM families. ,It's probably the most important kind of discussion around here.,,,FamilyTalk,Serious
10,20,Let's talk about BDSM families. ,"Very well, BDSM and D/s families are intriguing topics for me aswell.",,,FamilyTalk,Wise
10,20,Let's talk about BDSM families. ,Oh my!  I know I'll get confused again.  (She listens.),,,FamilyTalk,Dumb
10,11,You could wear something else.,Alright.  And what should I wear?,,AllowChange(),ChangeCloth,
10,11,You could wear something else.,(She twirls on herself and giggles.)  Of course!  What would be appealing for your eyes?,,AllowChange(),ChangeCloth,Playful|Polite
10,11,You could wear something else.,Oh yeah!  You're feelin' horny babe?,,AllowChange(),ChangeCloth,Horny|Rude
10,11,You could wear something else.,I don't mind.  We are in a private room after all.  What would you like to see?,,AllowChange(),ChangeCloth,Serious|Wise
10,,You could wear something else.,I don't think so.  I'll wear what I want.,,WontChange(),,
10,,You could wear something else.,(She struggles playfully and shakes her head no.),,IsRestrained(),,
10,,Get on your knees.,(She nods and gets on her knees.),"DialogSetPose(CurrentCharacter, ""Kneel"")",WillKneel(),WillKneel,
10,,Get on your knees.,Absolutely Miss.  I will find a comfy kneeling position for your pleasure.  (She comforably sits on knees.),"DialogSetPose(CurrentCharacter, ""Kneel"")",WillKneel(),WillKneel,Submissive|Peaceful
10,,Get on your knees.,"Consider yourself lucky, I don't kneel for many girls.  (She reluctanly kneels for you.)","DialogSetPose(CurrentCharacter, ""Kneel"")",WillKneel(),WillKneel,Dominant|Serious
10,,Get on your knees.,Kneeling is boring.  I'm punished or what?  (She pouts and kneels for you.),"DialogSetPose(CurrentCharacter, ""Kneel"")",WillKneel(),WillKneel,Playful|Dumb
10,,Get on your knees.,"No, I'm not in the mood for that.",,WontKneel(),WontKneel,
10,,Get on your knees.,"Sorry yo.  I already spent too much time on my knees, I'm not doin' it for you.",,WontKneel(),WontKneel,Submissive|Rude
10,,Get on your knees.,"(She laughs at you.)  Kneeling isn't fun, it's the last thing I'll do for you girl.",,WontKneel(),WontKneel,Dominant|Playful
10,,Get on your knees.,You really think you can control me or my legs?  Think again girl.,,WontKneel(),WontKneel,Serious|Frigid
